2025-05-19 10:28:54.429380,0.00,lost,won,SIMULADO,0.50,1,0,4
2025-05-19 10:28:58.386703,0.00,lost,lost,SIMULADO,0.50,1,0,5
2025-05-19 10:29:02.392983,0.00,lost,won,SIMULADO,0.50,1,0,6
2025-05-19 10:29:06.756126,0.00,lost,lost,SIMULADO,0.50,1,0,7
2025-05-19 10:29:10.374687,0.00,lost,lost,SIMULADO,0.50,1,0,8
2025-05-19 10:29:59.626269,0.53,won,won,REAL,0.50,1,0,0
2025-05-19 10:30:05.692532,0.56,won,lost,REAL,0.50,1,1,0
2025-05-19 10:30:10.598235,0.56,won,won,REAL,0.50,2,1,0
2025-05-19 10:30:15.635711,0.57,won,won,REAL,0.50,3,1,0
2025-05-19 10:30:21.698842,0.53,won,lost,REAL,0.50,3,2,0
2025-05-19 10:31:15.721687,0.55,won,lost,REAL,0.50,0,1,0
2025-05-19 10:31:20.669440,0.54,won,lost,REAL,0.50,0,2,0
2025-05-19 10:31:25.673144,0.55,won,lost,REAL,0.50,0,3,0
2025-05-19 10:31:31.655396,0.56,won,won,REAL,0.50,1,3,0
2025-05-19 10:31:36.565505,0.53,won,won,REAL,0.50,2,3,0
2025-05-19 10:31:40.444482,0.00,lost,lost,SIMULADO,0.50,2,3,1
2025-05-19 10:31:44.428719,0.00,lost,lost,SIMULADO,0.50,2,3,2
2025-05-19 10:31:50.699781,0.52,won,lost,REAL,0.50,2,4,2
2025-05-19 10:31:58.636378,0.50,won,won,REAL,0.50,3,4,2
2025-05-19 10:32:04.652677,0.52,won,won,REAL,0.50,4,4,2
2025-05-19 10:32:14.613952,0.56,won,won,REAL,0.50,5,4,2
2025-05-19 10:32:20.651647,0.56,won,won,REAL,0.50,6,4,2
2025-05-19 10:32:26.611484,0.56,won,won,REAL,0.50,7,4,2
2025-05-19 10:32:32.664358,0.52,won,won,REAL,0.50,8,4,2
2025-05-19 10:32:37.667423,0.51,won,lost,REAL,0.50,8,5,2
2025-05-19 10:32:43.775908,0.51,won,lost,REAL,0.50,8,6,2
2025-05-19 10:32:47.499979,0.00,lost,lost,SIMULADO,0.50,8,6,3
2025-05-19 10:32:51.521795,0.00,lost,won,SIMULADO,0.50,8,6,4
2025-05-19 10:32:57.707580,0.56,won,lost,REAL,0.50,8,7,4
2025-05-19 10:33:02.610887,0.51,won,lost,REAL,0.50,8,8,4
2025-05-19 10:33:06.426231,0.00,lost,lost,SIMULADO,0.50,8,8,5
2025-05-19 10:33:10.451968,0.00,lost,won,SIMULADO,0.50,8,8,6
2025-05-19 10:33:16.662131,0.53,won,won,REAL,0.50,9,8,6
2025-05-19 10:33:22.866503,0.51,won,won,REAL,0.50,10,8,6
2025-05-19 10:33:26.419692,0.00,lost,won,SIMULADO,0.50,10,8,7
2025-05-19 10:33:31.708756,0.54,won,won,REAL,0.50,11,8,7
2025-05-19 10:33:37.790227,0.54,won,lost,REAL,0.50,11,9,7
2025-05-19 10:33:43.660592,0.56,won,lost,REAL,0.50,11,10,7
2025-05-19 10:33:49.621604,0.55,won,won,REAL,0.50,12,10,7
2025-05-19 10:33:55.671913,0.54,won,lost,REAL,0.50,12,11,7
2025-05-19 10:34:01.641553,0.51,won,lost,REAL,0.50,12,12,7
2025-05-19 10:34:05.544620,0.00,lost,won,SIMULADO,0.50,12,12,8
2025-05-19 10:34:11.680752,0.52,won,lost,REAL,0.50,12,13,8
2025-05-19 10:34:15.553849,0.00,lost,lost,SIMULADO,0.50,12,13,9
2025-05-19 10:34:19.508206,0.00,lost,lost,SIMULADO,0.50,12,13,10
2025-05-19 10:34:24.706866,0.52,won,lost,REAL,0.50,12,14,10
2025-05-19 10:34:30.654392,0.55,won,won,REAL,0.50,13,14,10
2025-05-19 10:34:34.445562,0.00,lost,won,SIMULADO,0.50,13,14,11
2025-05-19 10:34:38.429111,0.00,lost,lost,SIMULADO,0.50,13,14,12
2025-05-19 10:34:42.423594,0.00,lost,won,SIMULADO,0.50,13,14,13
2025-05-19 10:34:48.662318,0.53,won,lost,REAL,0.50,13,15,13
2025-05-19 10:34:54.726703,0.55,won,won,REAL,0.50,14,15,13
2025-05-19 10:34:59.503454,0.00,lost,won,SIMULADO,0.50,14,15,14
2025-05-19 10:35:03.527814,0.00,lost,lost,SIMULADO,0.50,14,15,15
2025-05-19 10:35:07.505208,0.00,lost,won,SIMULADO,0.50,14,15,16
2025-05-19 10:35:13.766422,0.56,won,won,REAL,0.50,15,15,16
