close,high,low,bb_bbm,bb_bbh,bb_bbl,var,ema_3,ema_5,delta_1,delta_2,ret_3,atr_3,resultado,streak_lost,contexto
9113.95,9113.96,9113.94,9113.103,9114.298811021796,9111.907188978204,3.145433354818206e-05,9113.727071771827,9113.552708334011,0.3200000000015279,0.3299999999999272,8.778523342645173e-05,0.2765802028643943,won,0,seguro
9133.6,9133.61,9133.59,9135.8725,9138.107010013384,9133.637989986615,2.315070726838601e-05,9134.015880366427,9134.335614142268,-0.4499999999989086,-0.9400000000005092,-0.0001324603357922,0.3921818204791463,lost,1,seguro
9134.39,9134.4,9134.38,9133.884,9135.766789419966,9132.001210580034,3.108566830662117e-05,9134.456941306396,9134.493219068834,-0.0500000000010913,-0.3100000000013097,5.473849232551231e-06,0.217662460231961,lost,1,seguro
9114.9,9114.91,9114.89,9115.587,9116.33653585644,9114.837464143558,2.9552278973655314e-05,9115.088985697175,9115.271660705035,-0.0200000000004365,-0.5799999999999272,-7.569449701017028e-05,0.234029365779165,won,0,seguro
9113.13,9113.14,9113.12,9110.536,9113.981793957832,9107.090206042169,1.9777276749485488e-05,9112.924135625064,9112.697121567771,0.179999999998472,0.5099999999983993,6.69408681681638e-05,0.2571428320381801,won,2,seguro
9107.36,9107.37,9107.35,9108.1585,9108.965649924246,9107.351350075756,3.424413307427341e-05,9107.524134748,9107.619628193654,-0.4399999999986903,-0.0399999999990541,-2.744957239053658e-05,0.3259780865224904,lost,2,seguro
9142.76,9142.77,9142.75,9142.1305,9143.10881436668,9141.152185633318,3.4693430030100994e-05,9142.597561470053,9142.474451365762,0.110000000000582,0.4099999999998545,8.969649767998078e-05,0.2556312976176785,won,1,seguro
9113.42,9113.43,9113.41,9114.9805,9116.426203634745,9113.534796365258,4.471921967329917e-05,9113.731474371238,9113.94605601212,-0.4500000000007276,-0.6399999999994179,-8.558074213871336e-05,0.3302309881054327,lost,1,seguro
9112.94,9112.95,9112.93,9113.1055,9114.249658642786,9111.961341357211,3.6876849544311706e-05,9113.052977643918,9113.036799981634,-0.2799999999988358,-0.1999999999989086,-3.5113669532016445e-05,0.1947333005316322,won,0,seguro
9114.98,9114.99,9114.97,9114.194,9115.01608028817,9113.37191971183,5.427930295185869e-05,9114.755797953423,9114.571388745122,0.2099999999991268,0.180000000000291,0.0001305713649315,0.3345768201670949,won,1,seguro
9109.06,9109.07,9109.05,9107.761,9109.038793410458,9106.483206589544,4.1240417865891816e-05,9108.786162072913,9108.62004253099,0.3099999999994907,0.7899999999990541,9.44204123756176e-05,0.3528733104230737,lost,2,seguro
9149.61,9149.62,9149.6,9149.3535,9150.026471767562,9148.68052823244,2.562795862492112e-05,9149.419536493851,9149.359380619457,0.3800000000010186,0.4800000000013824,2.185933300635768e-05,0.244238582587709,won,0,seguro
9135.48,9135.49,9135.47,9136.505,9137.729279379846,9135.280720620156,5.682942097486432e-05,9136.082527090362,9136.38147035782,-0.6100000000005821,-1.819999999999709,-0.0001772991430541,0.6368755439711797,won,1,seguro
9120.93,9120.94,9120.92,9121.708,9123.356012135882,9120.05998786412,4.690501516016022e-05,9120.796879029982,9120.82307429694,0.2700000000004365,0.1499999999996362,6.907667510946958e-05,0.2881440499079947,lost,6,arriscado
9113.47,9113.48,9113.46,9113.2675,9114.347164299686,9112.187835700312,4.508889240449245e-05,9113.517995935948,9113.4920196094,-0.2900000000008731,0.2299999999995634,-1.86533591408633e-05,0.3558010031527017,won,0,seguro
9114.25,9114.26,9114.24,9114.2105,9115.172840376255,9113.24815962374,2.1815830050023595e-05,9114.196590129552,9114.114981794708,-0.0799999999999272,0.110000000000582,2.8527571349190595e-05,0.18903610811557,lost,1,seguro
9141.26,9141.27,9141.25,9141.0465,9142.262070236538,9139.830929763462,4.60168376624086e-05,9140.967167631992,9140.893851577895,0.4200000000000727,1.0100000000002185,6.345260965257005e-05,0.3875634015779587,won,2,seguro
9139.66,9139.67,9139.65,9139.4885,9140.560773752351,9138.416226247646,5.188408944040475e-05,9139.885441528984,9139.941381212217,-0.1700000000000727,-0.7900000000008731,-0.0001203401030112,0.3733840383783446,lost,2,seguro
9111.25,9111.26,9111.24,9111.5545,9112.230620551389,9110.878379448612,4.8430271869343406e-05,9111.18091788438,9111.23874131404,0.3400000000001455,0.1900000000005093,-5.267934848807165e-05,0.3283311839061587,won,0,seguro
9152.16,9152.17,9152.15,9152.1055,9152.766180709548,9151.444819290457,4.734832530091358e-05,9152.24549970664,9152.255220516152,-0.2299999999995634,-0.2900000000008731,3.60583620979682e-05,0.3031502938885629,lost,1,seguro
9135.6,9135.61,9135.59,9135.9725,9136.692690946877,9135.252309053123,2.019810049777422e-05,9135.655040425854,9135.714143183915,0.1000000000003638,-0.2600000000002183,-4.487735893454747e-05,0.1886278054404284,won,2,seguro
9174.25,9174.26,9174.24,9174.7875,9175.891599180342,9173.683400819658,5.122506340414816e-05,9174.31307802186,9174.440035329211,0.1399999999994179,-0.430000000000291,3.270032765900765e-06,0.3765354762291945,won,2,seguro
9117.0,9117.01,9116.99,9116.767,9117.65658642081,9115.87741357919,4.83966261457886e-05,9117.064250100226,9117.005806068755,-0.1399999999994179,-0.2800000000006548,-4.935590543420077e-05,0.2548494549997701,won,0,seguro
9129.14,9129.15,9129.13,9126.787,9128.870190821735,9124.703809178263,5.855157316295635e-05,9128.5925764377,9128.290119836784,0.8999999999996362,1.2699999999986176,0.0001117426151275,0.5594898964979772,won,8,seguro
9152.25,9152.26,9152.24,9153.525,9155.447950857404,9151.602049142595,1.3720930855457196e-05,9152.256361045944,9152.344237615927,-0.0100000000002182,0.0900000000001455,3.2778932326227306e-06,0.1315669624589351,won,0,seguro
9123.34,9123.35,9123.33,9124.141,9125.692539880152,9122.589460119849,2.1264462007796185e-05,9123.654558205812,9123.90686507014,-0.3400000000001455,-0.569999999999709,-9.9734224730752e-05,0.332021887817683,lost,4,arriscado
9138.7,9138.71,9138.69,9138.751,9139.563844388684,9137.938155611317,5.1414499918201656e-05,9138.786736969409,9138.71923600074,-0.5199999999986176,0.0600000000013096,1.0942487380649624e-06,0.4453216334300418,lost,3,arriscado
9128.76,9128.77,9128.75,9128.092,9129.757035735394,9126.426964264609,5.336620837459682e-05,9128.881201492528,9128.82544473402,-0.1599999999998544,-0.7700000000004366,-2.1908300616768628e-05,0.3732440269908235,lost,1,seguro
9127.96,9127.97,9127.95,9128.7705,9129.516059521517,9128.024940478484,2.630563289432316e-05,9128.211661984087,9128.384302744877,-0.2900000000008731,-0.570000000001528,-6.353699496319809e-05,0.2547926048771827,won,3,seguro
9150.71,9150.72,9150.7,9150.7085,9151.34203847546,9150.074961524542,2.793694820351358e-05,9150.72682699718,9150.717010738505,-0.0800000000017462,-0.180000000000291,3.169253433155106e-05,0.1910989309398271,won,0,seguro
9125.59,9125.6,9125.58,9126.597,9128.116027320368,9125.077972679632,3.373909522202256e-05,9125.980999559772,9126.264525534076,-0.4699999999993451,-0.7999999999992724,-0.0001029964290919,0.3951314824148544,lost,3,arriscado
9135.07,9135.08,9135.06,9134.716,9135.413607339417,9134.018392660584,1.995588462919189e-05,9135.013802619738,9134.962965917965,0.0,0.1999999999989086,1.8609946468961525e-05,0.1399869521736971,lost,3,arriscado
9132.72,9132.73,9132.71,9132.108499999998,9133.130190265982,9131.086809734015,4.8042839265861e-05,9132.747669724473,9132.67609777748,0.0399999999990541,-0.5400000000008731,1.313974114691696e-05,0.3030991479300292,won,1,seguro
9115.94,9115.95,9115.93,9116.2605,9117.013054981391,9115.50794501861,3.553365241672319e-05,9115.943256969857,9116.006838915386,0.2200000000011641,-0.3099999999994907,-1.645442289399668e-05,0.3099879459616054,won,0,seguro
9146.31,9146.32,9146.3,9147.2275,9148.335631309808,9146.11936869019,6.1274947458535e-05,9146.48089564105,9146.660757993992,0.109999999998763,-0.5300000000006548,-0.0001071355559953,0.3797211925129976,won,0,seguro
9113.85,9113.86,9113.84,9114.3275,9115.227319426278,9113.42768057372,5.756155456552316e-05,9113.87472204473,9113.943017607684,-0.0399999999990541,0.3299999999999272,-3.620731651121645e-05,0.3117875804746706,won,1,seguro
9123.61,9123.62,9123.6,9123.0065,9123.875275575134,9122.137724424863,5.743547172868804e-05,9123.427264824164,9123.359725507908,0.1300000000010186,0.8600000000005821,7.015259285103603e-05,0.3816456075743844,lost,1,seguro
9142.57,9142.58,9142.56,9143.088500000002,9143.865527026568,9142.311472973435,1.3898968955180704e-05,9142.78136161536,9142.924675083646,-0.2100000000009458,-0.4200000000000727,-8.968227320493849e-05,0.239776746557946,lost,1,seguro
9151.87,9151.88,9151.86,9151.24,9152.305138488622,9150.174861511376,3.1926634891908895e-05,9151.713471582854,9151.67349505143,0.4000000000014552,0.2200000000011641,3.8245012850435245e-05,0.2911573264624934,won,1,seguro
9131.65,9131.66,9131.64,9132.779,9134.090470929776,9131.467529070222,3.9584031960925896e-05,9131.75225220848,9131.930331885174,0.1599999999998544,-0.1700000000000727,-0.00010073834638,0.2954514181381843,lost,4,arriscado
9125.13,9125.14,9125.12,9123.282,9124.502452375104,9122.061547624891,5.330876799203616e-05,9124.517304397144,9124.205394689092,0.819999999999709,1.5899999999983263,0.0001962000758493,0.5526056662388964,won,3,seguro
9126.58,9126.59,9126.57,9125.191,9126.128249166512,9124.253750833488,4.338781984688179e-05,9126.12405709475,9125.894766901878,0.7999999999992724,0.9400000000005092,8.875963343357718e-05,0.4135126607451123,lost,2,seguro
9148.67,9148.68,9148.66,9149.383,9150.447689626157,9148.318310373845,5.711312395214548e-05,9148.767217582474,9148.842990560352,0.0900000000001455,-0.5300000000006548,-8.743675863187583e-05,0.3618954965162904,lost,4,arriscado
9117.28,9117.29,9117.27,9116.6395,9117.672156283608,9115.606843716394,4.3439339120998713e-05,9117.1170004009,9116.943063654697,-0.1700000000000727,0.5,0.0001250529281033,0.385911273749028,won,2,seguro
9113.22,9113.23,9113.21,9113.144,9114.314801434855,9111.973198565143,3.1372222526990084e-05,9113.165955287835,9113.085199972453,0.0799999999999272,-0.0400000000008731,-1.0973057851249024e-06,0.1470999507979213,won,1,seguro
9138.38,9138.39,9138.37,9138.9845,9139.894345591403,9138.074654408596,4.441875530717222e-05,9138.541166042103,9138.610360070914,-0.2700000000004365,-0.2900000000008731,-8.206470418958833e-05,0.2754604807897194,lost,1,seguro
9153.65,9153.66,9153.64,9153.347,9154.285980297984,9152.408019702016,2.587216035501662e-05,9153.387578020089,9153.275261077117,0.430000000000291,0.6399999999994179,4.916313420433305e-05,0.2995388195407538,won,1,seguro
9107.04,9107.05,9107.03,9107.587,9108.511534477571,9106.662465522428,2.302732505679372e-05,9107.129701303464,9107.16511573897,-0.2099999999991268,-0.1599999999998544,-7.686302240794696e-06,0.1644793571539837,won,5,seguro
9146.63,9146.64,9146.62,9147.045,9148.126914968803,9145.963085031197,4.285120050824167e-05,9146.586361955133,9146.603557924149,-0.0799999999999272,0.3599999999987631,3.498678702107405e-05,0.2499173903739197,won,0,seguro
9126.38,9126.39,9126.37,9127.9515,9129.214595799993,9126.688404200006,1.754069679539012e-05,9126.751036567131,9127.046965817204,-0.3500000000003638,-0.9100000000016736,-0.0001238015625292,0.3894634938134758,won,5,seguro
9123.07,9123.08,9123.06,9122.689,9123.763148965578,9121.614851034425,2.908345694659132e-05,9123.075084740887,9123.061774600324,-0.1399999999994179,0.1399999999994179,3.288474882068293e-05,0.1994362817953482,won,0,seguro
9120.61,9120.62,9120.6,9120.4205,9121.270169935977,9119.570830064024,4.657149748173806e-05,9120.688093710276,9120.709943141968,0.0300000000006548,-0.5499999999992724,-2.3024245626945827e-05,0.2668815134810154,lost,2,seguro
9123.43,9123.44,9123.42,9123.708,9125.070990829005,9122.345009170996,5.18029551685158e-05,9123.804177911872,9123.97136285024,-0.6499999999996362,-0.4799999999995634,-0.000121649968108,0.4790751846356754,won,1,seguro
9140.29,9140.3,9140.28,9140.4365,9141.87782265645,9138.99517734355,2.625830362752574e-05,9140.1973493873,9140.13823964027,0.0400000000008731,0.3800000000010186,1.6411127182092144e-05,0.18678730799205,lost,3,arriscado
9147.19,9147.2,9147.18,9146.651000000002,9148.822772547896,9144.479227452106,5.416122294815222e-05,9147.149284108937,9147.134309369429,-0.1899999999986903,0.3800000000010186,8.090570658558782e-05,0.398479469063894,lost,1,seguro
9136.82,9136.83,9136.81,9137.432,9139.591977777643,9135.272022222358,4.501208604358325e-05,9137.185694233813,9137.438371670436,-0.3600000000005821,-0.7900000000008731,-0.0001466378351878,0.4136033240231215,won,0,seguro
9129.67,9129.68,9129.66,9130.134,9130.947422399588,9129.320577600412,4.866894830386463e-05,9129.665752642415,9129.748956055548,0.2100000000009458,-0.0399999999990541,-2.4096675863449768e-05,0.2799844181198068,lost,1,seguro
9138.08,9138.09,9138.07,9138.1715,9139.329433936047,9137.013566063952,2.597356258217666e-05,9137.871877471089,9137.82810287358,0.3999999999996362,0.5,5.034133614656433e-05,0.2381716381665891,lost,1,seguro
9114.1,9114.11,9114.09,9115.196,9116.224676819756,9114.167323180243,5.1510721656740896e-05,9114.543589939793,9114.706908561342,-0.9699999999993452,-0.6700000000000728,-0.0001009323073345,0.5030443772820025,won,4,seguro
9153.2,9153.21,9153.19,9153.4805,9154.583413867893,9152.377586132106,4.176947176455218e-05,9153.05062416069,9153.02775613527,0.2800000000006548,0.3299999999999272,6.446248665681331e-05,0.2509435159495987,lost,1,seguro
9152.27,9152.28,9152.26,9152.0875,9152.816358696831,9151.358641303166,4.3662403427749455e-05,9151.98316561888,9151.927794276517,0.6700000000000728,0.569999999999709,2.2945653765482632e-05,0.4011673574333126,lost,1,seguro
9113.6,9113.61,9113.59,9114.181,9114.883763118149,9113.478236881852,6.852679439922114e-05,9113.782767254816,9113.877655522178,-0.3199999999997089,-0.5200000000004366,1.8653788968592263e-05,0.4125451520987601,lost,1,seguro
9145.22,9145.23,9145.21,9144.96,9145.699945943948,9144.220054056052,3.186512694351471e-05,9145.045662814811,9145.020365535676,0.3599999999987631,0.4699999999993451,3.8272823998486416e-05,0.2456067130508195,lost,1,seguro
9132.22,9132.23,9132.21,9133.3665,9134.481942064867,9132.251057935133,4.2120962801733e-05,9132.629177729945,9132.89276896204,-0.5500000000010914,-0.7800000000006548,-0.0001281013949913,0.4240162661543971,lost,4,arriscado
9112.91,9112.92,9112.9,9114.632,9116.745703858158,9112.518296141843,1.7787570222358045e-05,9113.116429487283,9113.30360328112,-0.2800000000006548,-0.2600000000002183,-6.144750572500968e-05,0.251682121074721,lost,1,seguro
9151.23,9151.24,9151.22,9152.162,9153.257401296303,9151.066598703695,3.655663063507177e-05,9151.516737864113,9151.754794762715,-0.2700000000004365,-0.4700000000011641,-0.0001332976416151,0.3262841941870967,lost,1,seguro
9112.56,9112.57,9112.55,9114.0115,9115.3603406133,9112.6626593867,5.309094713818008e-05,9112.876350773256,9113.136399256022,-0.3999999999996362,-0.569999999999709,-7.90055830612868e-05,0.3767781841129243,won,2,seguro
9139.53,9139.54,9139.52,9140.799,9142.163652336658,9139.434347663344,5.811699135125749e-05,9139.909301496513,9140.098513727937,-0.8899999999994179,-0.3999999999996362,-4.7046157751085005e-05,0.5514060772716328,lost,2,seguro
9136.26,9136.27,9136.25,9136.379,9137.034679799835,9135.72332020016,4.1938141514287495e-05,9136.24346756654,9136.263247441775,-0.0100000000002182,0.2000000000007276,1.2040082529418685e-05,0.1686469895716399,won,1,seguro
9142.35,9142.36,9142.34,9142.425,9144.207588006257,9140.642411993742,3.80385840634739e-05,9142.240983520807,9142.15566003917,0.1900000000005093,0.1200000000008003,3.281442784830446e-06,0.2178834441886286,lost,1,seguro
9128.48,9128.49,9128.47,9128.227,9129.515597687468,9126.938402312531,5.436878308446449e-05,9128.680600746264,9128.710296489346,-0.2800000000006548,-0.4400000000005093,-0.0001150113970819,0.3454960179941733,won,1,seguro
9122.86,9122.87,9122.85,9123.054,9123.87349740692,9122.23450259308,5.136294249419117e-05,9123.10181620604,9123.170989114627,-0.3999999999996362,-0.75,-6.795652536084607e-05,0.3862869366998072,lost,1,seguro
9133.52,9133.53,9133.51,9133.375,9134.35574461496,9132.39425538504,4.851521387543783e-05,9133.763687358229,9133.80071430548,-0.2700000000004365,-0.8299999999999272,-0.0001007177232539,0.3498735211071062,won,1,seguro
9152.11,9152.12,9152.1,9153.4525,9154.509209515463,9152.395790484534,2.553602872862372e-05,9152.416506604526,9152.646267258244,-0.3199999999997089,-0.6899999999986903,-0.0001070676678586,0.3101524776702156,lost,4,arriscado
9148.66,9148.67,9148.65,9149.348499999998,9150.170260914128,9148.52673908587,2.352421050874633e-05,9148.808729563463,9148.99900944354,0.0399999999990541,-0.2999999999992724,-7.541519342912917e-05,0.2608830033165389,lost,2,seguro
9124.65,9124.66,9124.64,9122.8115,9124.13197377861,9121.491026221389,6.545788043454693e-05,9124.085542299155,9123.772229198205,0.7399999999997817,1.5100000000002185,0.0001183747151607,0.6163670132596372,won,2,seguro
9113.57,9113.58,9113.56,9113.2525,9114.312648574483,9112.192351425516,3.212826121472801e-05,9113.485878274696,9113.379791751227,0.0900000000001455,0.1000000000003638,0.0,0.1829842217655271,lost,1,seguro
9123.35,9123.36,9123.34,9121.6595,9128.04842314866,9115.27057685134,3.80597673777326e-05,9123.587822063237,9123.578040532084,-0.5399999999990541,-0.4599999999991269,-5.918528171633408e-05,0.3139923583595372,lost,1,seguro
9111.53,9111.54,9111.52,9111.5355,9112.377033718829,9110.693966281173,6.986392654609928e-05,9111.203701986971,9111.21347721558,0.9400000000005092,0.6700000000000728,2.414581437815144e-05,0.5840077445672294,lost,1,seguro
9116.48,9116.49,9116.47,9118.246,9121.056276854688,9115.43572314531,4.763814311261437e-05,9116.48249294609,9116.628546716587,0.0399999999990541,0.4200000000000727,-1.755032555850189e-05,0.280804189137744,lost,1,seguro
9119.49,9119.5,9119.48,9120.7885,9121.95524375934,9119.621756240658,5.076824301042428e-05,9119.740975779545,9119.958818371995,-0.0699999999997089,-0.680000000000291,-0.000150205134165,0.3440664180348611,lost,4,arriscado
9113.99,9114.0,9113.98,9114.141,9115.148926584525,9113.133073415474,3.975123830067912e-05,9113.772721036416,9113.78931355714,0.4699999999993451,0.569999999999709,5.815573887413272e-05,0.3067468648894122,won,0,seguro
9114.95,9114.96,9114.94,9116.2355,9118.011917462156,9114.459082537844,6.929114515896818e-05,9114.910608518789,9115.06797028711,0.2600000000002183,0.1400000000012369,2.1942455909362835e-05,0.2856290048353221,lost,1,seguro
9122.77,9122.78,9122.76,9122.3655,9123.985221889645,9120.745778110357,2.2557030644458435e-05,9122.970677927107,9123.00723927608,-0.3999999999996362,-0.4499999999989086,-4.494047031844417e-05,0.2018474510603826,won,1,seguro
9151.51,9151.52,9151.5,9152.1905,9152.91364521362,9151.46735478638,5.784180536106664e-05,9151.721299804114,9151.885750287269,0.0300000000006548,-0.75,-0.0001092596457146,0.3457396205090446,won,0,seguro
9121.02,9121.03,9121.01,9121.4235,9122.721625956914,9120.125374043088,6.552314263635866e-05,9120.745252410446,9120.739070691734,0.3299999999999272,1.140000000001237,9.539316787554596e-05,0.4600772212529766,won,0,seguro
9146.81,9146.82,9146.8,9146.47,9148.716463887937,9144.223536112062,4.719070424405567e-05,9146.837136435744,9146.969696081209,0.3599999999987631,-0.25,-6.668546978283452e-05,0.4565788053946165,lost,2,seguro
9140.66,9140.67,9140.65,9141.196,9142.408772031386,9139.983227968614,4.6042756068941e-05,9140.763496996658,9140.897624163346,0.1000000000003638,-0.2700000000004365,-0.0001006390580183,0.3062221369775372,won,0,seguro
9139.93,9139.94,9139.92,9138.7865,9139.955350289882,9137.61764971012,2.4800879197782343e-05,9139.750488992904,9139.590528518494,0.1700000000000727,0.3700000000008003,6.674457180633198e-05,0.2113692559522022,won,1,seguro
9152.24,9152.25,9152.23,9152.1305,9152.771514040396,9151.489485959606,4.685410822492429e-05,9152.24274985332,9152.250147010767,0.0799999999999272,-0.1499999999996362,-2.2944676015823617e-05,0.2321001959257571,lost,2,seguro
9116.6,9116.61,9116.59,9115.809,9116.943035272812,9114.67496472719,3.909955098561847e-05,9116.618776436992,9116.504550514555,-0.180000000000291,-0.2099999999991268,3.40050612694931e-05,0.25154194862975,won,1,seguro
9120.12,9120.13,9120.11,9119.702,9120.607043645325,9118.79695635468,6.444859725819101e-05,9119.925173408685,9119.770030630089,0.0400000000008731,0.6600000000016735,5.70200447389535e-05,0.3290005357906213,won,3,seguro
9125.76,9125.77,9125.75,9126.0205,9126.602650324256,9125.438349675744,3.7724940108552434e-05,9125.958393647954,9125.9915958329,-0.5399999999990541,-0.3999999999996362,-1.5340952673081887e-05,0.3372961960349792,won,0,seguro
9138.52,9138.53,9138.51,9136.2765,9138.957859916163,9133.595140083837,5.796838422227485e-05,9138.441144641274,9138.185335554885,-0.0100000000002182,-0.1499999999996362,3.173481078944107e-05,0.2525525936349058,won,6,seguro
9114.55,9114.56,9114.54,9112.9945,9114.864959569166,9111.124040430836,4.037046641973831e-05,9114.14238916034,9113.95138672432,0.7799999999988358,0.679999999998472,0.0001086293391385,0.3859536470082598,lost,4,arriscado
9127.8,9127.81,9127.79,9127.6725,9128.626583329731,9126.71841667027,4.613758521015494e-05,9128.007200998416,9128.022803032116,-0.6400000000012369,-0.2600000000002183,5.477801210407307e-06,0.4274514900094577,won,0,seguro
9132.64,9132.65,9132.63,9131.7465,9132.750118951612,9130.74288104839,3.880409770309219e-05,9132.463282368057,9132.337439911356,0.2099999999991268,0.25,7.774917240932488e-05,0.2442344964244202,lost,4,arriscado
9176.56,9176.57,9176.55,9177.0295,9177.97601941338,9176.08298058662,5.3646681276972886e-05,9177.022574105333,9177.156484090718,-0.9899999999997816,-0.930000000000291,-6.646929282128067e-05,0.4965188223610757,lost,1,seguro
9131.2,9131.21,9131.19,9131.581,9132.699944145175,9130.462055854823,2.4856276536026995e-05,9131.33231892859,9131.386196678375,-0.0799999999999272,-0.5299999999988358,-4.599402953697762e-05,0.1897573992171215,lost,2,seguro
9129.12,9129.13,9129.11,9128.646,9129.497008813283,9127.794991186714,2.9610790085498263e-05,9128.976366981757,9128.954635953336,0.3900000000012369,0.2400000000016007,2.4099289070989016e-05,0.249122014923061,lost,1,seguro
